EPISODE;REWARD
1;-0.19403572465606672
2;-0.8767613091147064
3;-0.8556581431363174
4;0.49532850350714486
5;-0.34026585977219576
6;0.1565105548560426
7;0.02682006006280102
9;0.6817035835509978
10;0.18379282579580689
11;0.4109878950564091
12;0.17124090282961935
13;0.4197618201831871
14;0.00036040666997116895
15;0.16069409756222347
16;0.18287072244604283
17;-0.44745243581157046
18;0.7406926258010551
19;0.2154640504222879
21;-0.4603552760876442
23;0.3292350882035924
25;0.9217845400250725
27;0.6600693632585396
30;0.3982640983958718
