EPISODE;REWARD
1;-0.2710144300953783
2;0.11576889556126257
3;-0.8325900654932632
4;0.4991850804712686
5;0.1804472718822876
6;0.14916565929033032
7;0.7385567849234385
9;0.9163259650856481
10;0.3910832392042579
11;0.11563754320476391
12;0.4499336505398712
13;0.6508581221193056
14;0.30300784776644174
15;0.49346472500011573
16;1.0272067202447366
17;0.6563067709860099
18;0.3729096912199773
19;-0.038434226742709354
21;0.547332800719128
23;0.7049125048528304
25;0.7650015260092009
27;0.8998209996299565
30;0.2065112531141542
