EPISODE;REWARD
1;-0.19715868312007623
2;-0.08284525788250474
3;0.14043501832459238
4;0.43005546542076356
5;-0.509973063880371
6;-0.012435679530376411
7;0.620816536071009
8;0.5895750881050169
9;0.338659052354793
10;0.21166179354050188
11;0.2748519401486605
12;-0.010699476051788004
13;0.2639694887258335
14;0.01647909515875923
15;0.5691670391778201
16;0.5298911037908139
17;0.16644728385305474
18;0.7058057314264405
19;0.6729297476432476
21;0.3507542851996362
23;0.6412970679618422
25;0.3564981386715582
27;0.5877588927520625
30;0.6187981794871813
31;1.123715889776902
