EPISODE;REWARD
1;0.06500274188808963
2;-0.30275602495528336
3;0.29780293807032626
4;0.3641278453869473
5;-6.514527326718315e-05
6;-0.19645097572554615
7;0.32935360533178737
9;0.06938555611151896
10;0.2491427985308905
11;0.7667421358040656
12;0.5031238827696598
13;0.13776737627660918
14;-0.5088078140793726
16;0.6715235128554669
17;0.1481487536296482
18;0.3233372731550478
19;1.0721416365093839
21;0.44004260471018486
23;0.6006516377949208
25;0.43058571104856247
27;0.7578837285428701
30;0.38908406322307376
31;1.1444428218506724
