EPISODE;REWARD
1;-0.8131212162705024
2;0.20315170092435955
3;0.11670792835884437
4;0.24425209872289266
5;0.028104514309285587
6;0.3696822407615248
7;-0.7926279538898173
9;-0.27983578231711626
10;0.1324504937365013
11;0.26399537117346283
12;0.15538864077080317
13;0.20716332830899994
14;-0.18993213382361596
15;0.3540398405807459
16;0.594557320561282
17;0.4084005407696172
18;0.4644035198169006
19;-0.07211374822328866
21;1.0173382179966306
23;0.6278426378552409
25;0.7657929833257608
27;0.24455513805884857
30;0.3850010453404539
31;0.8982896914860821
