EPISODE;REWARD
1;-0.8536611828261707
2;-0.12922005503906764
3;0.017274847697296376
4;0.28738921033083664
5;0.26613387770944985
6;0.25483925939181096
7;-0.9989760485024278
9;0.2558440923950709
10;0.2552904460284994
11;0.3812091955757706
12;-0.5420500629747511
13;0.3806041752052103
14;0.13206798081232218
15;0.22304982226282255
16;0.4045266020789047
17;0.1863077454479003
18;0.5286578208386282
19;0.10564566380562455
21;1.0239660843058207
23;0.6098024300911509
25;0.33807586728906336
27;0.11150192981115092
30;0.4959238470162142
31;0.7428701833060207
