EPISODE;REWARD
1;0.24952387498417372
2;-0.13716837997612075
3;-1.2316877691778114
4;0.08515629747871764
5;-0.37101586377884543
6;-0.046031783806566945
7;0.4259583884396113
9;0.3775845069334946
10;0.2757987044649935
11;0.7029070212310563
12;0.30490305388113925
13;0.4758178083947019
14;0.3545495884679364
15;0.49893331357114407
16;0.22388822137011086
17;0.5872395703101664
18;0.5098853423404909
19;0.05463282430932748
21;0.3757467195699646
23;0.6888411504655672
25;0.35676964404493594
27;0.8832638669516556
30;0.068986719266652
