EPISODE;REWARD
1;0.3898210702510698
2;0.08002779556959183
3;-0.3748350142170509
4;0.3666223750134707
5;0.025959403279590912
6;0.5317721577399921
7;0.16973617675683816
9;0.6693508915755414
10;0.25976622241977865
11;0.1628762256963899
12;0.4797912980463239
13;0.4258517955061102
14;0.28572399502323886
15;-0.23443459697163244
16;0.505366570818587
17;-0.2121931001010673
18;0.7687570836219626
19;0.9593161648388195
21;0.5432604786222606
23;0.9330809133494975
25;0.6315521605660195
27;0.4489527955107081
30;0.48891622483242314
