EPISODE;REWARD
1;-0.4996979600213314
2;0.10019490179756986
3;-0.030503800778905136
4;0.08451232126391828
5;-0.035572213207792226
6;0.40061531145703544
7;0.21350758859444463
8;0.017856916460837854
9;0.2038333277066824
10;-0.030406633138528195
11;-0.8801193583441326
12;-0.2049609175224543
13;0.4884694676185597
14;0.13303579965137557
15;0.30208683019750127
16;0.06837670116324332
17;0.24586970965307406
18;0.38277982377479036
19;0.71817290378615
21;0.8363456540840228
23;0.6432453537411309
25;0.8901696611343166
27;0.9427733821141865
30;0.869490223138109
31;0.8558969711670528
