EPISODE;REWARD
1;0.07669010905034356
2;-0.3377136463777335
3;-0.7751854012024516
4;0.3030589795287615
5;-0.4247281170743347
6;0.012921242725541172
7;0.13668829786013093
9;0.5898193448181782
10;0.3802038392866206
11;0.5394652801371979
12;-0.0917380241935575
13;0.4732585588378432
14;0.1578043149805204
15;0.24171216500465761
16;0.2753367164290283
17;-0.1865745583336491
18;0.45876726529840095
19;0.12194102160878492
21;-0.32463890554725516
23;-0.0702948618258093
25;0.6776247355798868
27;0.9162168268951326
30;0.06711147486569856
