EPISODE;REWARD
1;-1.333609818901032
2;-0.4477264044228031
3;-0.47055870101254316
4;0.05024884635478452
5;0.6141277007617639
6;-0.11218525519659539
7;-0.7521004235841122
9;0.6644649888758937
10;-0.0815887251357236
11;-0.28077277784961496
12;-0.2360053312464998
13;0.3011064053207493
14;-0.3223334332254373
15;0.17966623210423172
16;0.38771347370068904
17;0.10940782122232684
18;0.33458967082328434
19;0.8125500880582148
21;0.5262117493419542
23;0.7192692981046096
25;0.48339246955767856
27;0.411302814794278
30;0.7820044620463328
31;0.6405783919886747
