EPISODE;REWARD
1;0.2849122194901492
2;0.03655322513223603
3;-0.6601789354258136
4;0.060633026246439826
5;-0.5840958226619077
6;0.11107950171023749
7;0.4237788816452054
9;0.28337704784986895
10;0.3730742860434596
11;0.9033592903834121
12;0.6016529169266491
13;0.3225070549425613
14;0.31594153351269605
15;0.2871874135859426
16;0.3365386221700467
17;0.46573461947037653
18;0.5278534972052277
19;0.2228220329063897
21;0.7214263800581195
23;0.6516700010435841
25;0.38736235237074634
27;0.6321506612272237
30;0.1855966518615222
