EPISODE;REWARD
1;0.06967829292629556
2;0.5118306903691562
3;0.5881815780137365
4;0.5742200900317734
5;0.3712694981698228
6;0.3203168956755351
7;0.1889528156580107
9;0.25241218037846946
10;-0.2895003076750318
11;0.26723258051885024
12;-0.039719517326953786
13;0.09368083398731208
14;-0.37785309095605224
16;0.59148040816162
17;0.649635116495787
18;0.34588355382856883
19;0.4896343016590431
21;0.46013210664238197
23;0.6271271269695582
25;0.2515013873552716
27;0.34163315925389875
30;0.16343839301417773
31;0.7981759116262996
