EPISODE;REWARD
1;-0.013426041649940998
2;0.6519931766713717
3;-0.0644356386064984
4;0.4303546897240421
5;0.32340049102347446
6;0.48451713935657725
7;0.3015482295916907
9;0.09374308621393977
10;-0.3328783557121844
11;-0.06489626262559203
12;0.2930431874659616
13;-0.05642417868920634
14;0.5520114904505753
16;0.37157047849084945
17;0.38725520928859614
18;0.10823158800681199
19;0.8056976892491596
21;0.40008457736774683
23;0.5902717322044823
25;-0.07950548886334509
27;0.45582731235523427
30;0.27001177290360967
31;0.6740693095056273
