EPISODE;REWARD
1;0.32953705321059124
2;-0.3382473145134455
3;0.11067566881187421
4;0.15615807013447625
5;-0.2120080256559871
6;0.1980514387374377
7;0.20926480397284064
9;0.3918694415742786
10;0.2660466226653001
11;0.2754545535574012
12;0.36109710460862465
13;0.3338047589587122
14;0.2775501354489518
15;0.17355959698535095
16;0.5097426015693984
17;-0.22663680097438665
18;0.7048236923812929
19;0.9704998912888771
21;0.2550811626205296
23;0.7612348601096752
25;0.4333091974335332
27;0.5037936040973671
30;0.1288719979082612
