EPISODE;REWARD
1;0.5644076325394205
2;0.22817054009221405
3;-0.6107668545653262
4;0.06667451065673345
5;-0.29586652117258483
6;-0.12849019645986837
7;-0.22214191611948111
9;0.514491088903666
10;0.3018289959702042
11;0.6006818342195063
12;0.10817212440731637
13;0.586878029227934
14;-0.19751131781710465
15;0.25097877156290593
16;0.4890905563048009
17;0.28965436695546054
18;-0.05207526645453212
19;0.3425366783935341
21;0.0244665115549889
23;-0.06078655195011411
25;0.5169476588139987
27;0.8167931120839826
30;-0.03846503250133883
