EPISODE;REWARD
1;-0.25609186882483903
2;0.48839062755196216
3;0.38541816444246857
4;0.5197390992546892
5;0.5243044904737026
6;0.4151845003934542
7;0.38181713531303507
9;0.3861792020914122
10;-0.3611932507382625
11;0.15329502544466544
12;0.22364396732059544
13;0.08278461307100304
14;0.10093583774871573
16;0.49531815595456946
17;0.7399300918152505
18;0.5320605713392421
19;0.5210050011462702
21;0.3922699176277813
23;0.7067611386392437
25;0.1808647866070836
27;0.40625167765991055
30;-0.04243667175106328
31;0.858002019568045
