EPISODE;REWARD
1;-0.7752239449522907
2;-0.08666690454069224
3;0.1537753633194323
4;0.6236957996286348
5;0.4221858007467175
6;0.23086021989316285
7;-0.7080721565024453
9;-0.14579963771794271
10;0.09742976075590301
11;0.3937550036065305
12;-0.16276547709504885
13;0.3922372522342416
14;-0.004453724223357535
15;0.3694913465829204
16;0.3708237013147766
17;0.30437072918957253
18;0.46518905024664214
19;-0.16714852759662172
21;0.9646176893944852
23;0.6199263811082436
25;0.8050764573101052
27;0.28077733046305975
30;0.46804771875483714
31;0.7781723525060305
