EPISODE;REWARD
1;0.08873077907514869
2;0.03952216240166042
3;0.15246675910848873
4;0.12319789419248747
5;-0.523627012782157
6;0.4648884919534505
7;0.23336561306022885
9;0.41874340657554554
10;-0.6979769357551657
11;0.5946338896500166
12;0.27452906350266837
13;-0.5262346605848811
14;-0.07433534918869111
15;0.2540208614655436
16;0.24993734562254794
17;0.5672756906450467
18;0.48702951958990826
19;0.336638843446849
21;0.5223020667034085
23;0.6838986433348554
25;0.4428381807068489
27;0.9419789196055723
30;0.6331339518656385
31;1.0411592820154811
