EPISODE;REWARD
1;-1.4203478177969902
2;-0.256629398631274
3;-0.7358546283609013
4;0.3041249842110314
5;0.3096336523872928
6;-0.11874116285604663
7;-0.8009028572600273
9;0.30105112081012697
10;-0.23910964419949082
11;-0.30882844025216927
12;-0.4244453964426087
13;0.5550157151533259
14;-0.17195935028931064
15;0.09195491313177206
16;0.4546527417985655
17;-0.27981746079528125
18;0.37287305501714096
19;0.6387487893783222
21;0.5723636457624943
23;0.5791442942515741
25;0.3817017743182409
27;0.6684930613283788
30;0.5212452700605196
31;0.5811043393314634
