EPISODE;REWARD
1;0.3798865024951301
2;0.1618193058583145
3;0.46349912435026486
4;0.7108253204213483
5;0.4273019156780611
6;0.49428981215500434
7;0.09464760388102954
9;0.020068745132040582
10;0.1785075701034422
11;0.6114010363306179
12;0.14274628486619867
13;0.19092210157353234
14;-0.525714416169828
16;0.7390231688327155
17;0.3707487370278224
18;0.5961837081591604
19;0.9027882254523012
21;0.4718643021372817
23;0.5705584494225974
25;0.2960073803253609
27;0.4301579473125469
30;0.32125095921066726
31;0.8698945126880047
