EPISODE;REWARD
1;-0.24572703158392994
2;0.2723009180401881
3;0.22621725181594846
4;-0.09363393696711023
5;-0.6659868185408835
6;-0.23455954628220477
7;0.7128997559659629
8;0.36040420540565893
9;0.2505063597384891
10;0.09988980332698573
11;0.008444174634066444
12;0.15491337232929325
13;0.29277937523037645
14;-0.21862152542004964
15;0.2511057914570009
16;0.6738684181079404
17;0.5334077126983839
18;0.6180153692066623
19;0.5920788174388321
21;0.4815025786168744
23;0.7294140308578034
25;0.5822401251412994
27;0.40855213209066044
30;0.7584784854280808
31;0.8939082122076603
