EPISODE;REWARD
1;-0.8048661843993561
2;0.293749468293788
3;0.3217401362205028
4;0.14904874712725347
5;-0.43722267596765385
6;0.3400850844917218
7;0.31567516989336664
8;-0.05252528742025944
9;0.323204628419796
10;-0.645865505388511
11;-0.6424080469463689
12;-0.014941058193683967
13;0.6661717281687309
14;-0.34019065308573215
15;0.39318844880876
16;-0.06212236330401967
17;0.638113553006035
18;0.5337877502841457
19;0.4681698927980795
21;0.850175677040558
23;0.4592509944551829
25;0.7914890623377311
27;0.9593376831091618
30;0.7786072160666404
31;1.044782773123153
