EPISODE;REWARD
1;0.0807804852927616
2;0.37258843222050186
3;-0.087369610252686
4;0.4980230605991397
5;0.16588528857937335
6;0.39732846672606437
7;0.22497209220682163
9;-0.010506015376914443
10;-0.18036325633739853
11;-0.04629839057776721
12;-0.05902277355641972
13;-0.3402839302278329
14;0.5019507209892808
16;0.3759583308727291
17;-0.0512256635083095
18;-0.13029505790144139
19;0.9295510328092343
21;0.2692707350218402
23;0.5411032460632902
25;-0.3162034200587569
27;0.5173804732640015
30;0.45529720524022627
31;0.6019916091852846
