EPISODE;REWARD
1;-0.05645935225044121
2;-0.08798265700118388
3;0.04794645345790927
4;0.4475829746796373
5;-0.5094010230459185
6;0.2792701676028918
7;0.2095560056844961
9;0.39229588201553756
10;-0.23446761834849308
11;0.5726693305947762
12;0.21723432048808192
13;0.04745854734263543
14;-0.2387157117394392
15;0.39349301952312
16;0.23735178588860914
17;0.3221863117330146
18;0.3409961817607071
19;0.862320073567488
21;0.4950217800417131
23;0.6208267134417579
25;0.45731345509637467
27;1.0047794903432412
30;0.6504879167232979
31;1.0331296191899229
