EPISODE;REWARD
1;0.47247033770407376
2;-0.32366984104428465
3;-1.053543926584853
4;0.14244417583407995
5;0.13852689114306327
6;0.2999357962732976
7;0.630592319986637
9;0.10118444502041532
10;0.5236935987049549
11;0.6899264816106349
12;0.04229694818727901
13;0.8121643762571453
14;0.11551718353893192
15;0.11496287822125759
16;0.7436864582885893
17;0.2719601722201256
18;0.7566415685025812
19;0.09815386889010581
21;0.5874015240481707
23;0.2711348442418484
25;0.6227441216702996
27;0.934170701610922
30;0.7199567081993326
