EPISODE;REWARD
1;0.4508140642789526
2;-0.6055067801468836
3;-0.6548103195126974
4;0.6363879197840793
5;-0.4054701454881462
6;0.722402420292123
7;-0.22004680761103046
9;-0.053051538362120426
10;0.22570445406990758
11;0.14254239214910255
12;0.10778085375072533
13;0.4249649436536247
14;-0.020176035779047696
15;0.3798054656098603
16;0.6210476730003038
17;-0.11003681932627642
18;-0.08300394599275089
19;0.7443766063665418
21;0.42270755621619005
23;0.5173162078449011
25;-0.048929274516806204
27;0.8224193855433687
30;0.7699783599685516
31;0.7842264020367994
