EPISODE;REWARD
1;0.02706604192341703
2;-0.1287403287185358
3;-0.515129723948853
4;0.2731010615030538
5;-0.18679111359486478
6;0.3173344945660479
7;0.248494284175941
8;0.12895798614636245
9;0.37880355596634385
10;-0.04295180192474989
11;-0.5579297386553541
12;-0.2717012942574879
13;0.18195101418447823
14;0.15396297351943455
15;0.41963380054385735
16;0.22262099106219824
17;0.39429070642665975
18;0.4191145662774969
19;0.5537670389083122
21;0.582128281922751
23;0.5405822904137011
25;1.0336213273690833
27;0.4940578662361873
30;0.8363164335079977
31;0.6840201523476287
