EPISODE;REWARD
1;0.25512781032529563
2;-0.4866670007787963
3;0.0749326973768019
4;-0.027998520995540475
5;-0.3524460535627099
6;0.03315737238258864
7;-0.10871204670318924
9;0.2925314317584137
10;0.44541816492986913
11;0.42887374860619654
12;0.2686321692946019
13;0.2570042258814734
14;-0.1562037651020454
15;0.34928886886947463
16;0.593947199562606
17;-0.10068805683952875
18;0.47674828075585074
19;0.6417698459132095
21;0.5799027040629197
23;0.7096644639015348
25;0.217963933668275
27;0.33484266300969956
30;-0.03571913214917889
