EPISODE;REWARD
1;-0.9353440194415769
2;0.13605937905959298
3;0.16805353479346286
4;0.06689788333157606
5;0.3517564572965236
6;0.18337610326226916
7;-1.0259317376997537
9;-0.19107739113737313
10;0.5580651864375804
11;0.30987988271857625
12;0.1266682824670735
13;0.2860074451128618
14;-0.25880307258802127
15;0.10890267902283732
16;0.728281164318997
17;0.4902177190513506
18;0.37193366484282736
19;-0.021631501626613436
21;0.9753097892515766
23;0.6044455938195181
25;0.6189832081194135
27;0.1188917342171264
30;0.3754376072953075
31;0.7006476588840196
