EPISODE;REWARD
1;0.05116116248998617
2;-0.044485294477367945
3;-0.36352315794556783
4;0.41196646794832675
5;0.11371772947575898
6;0.22104117023645076
7;0.4165177783222975
8;0.38652575821954327
9;0.2021060861622226
10;0.17754206953036336
11;0.11938610319832434
12;-0.3860615300776518
13;0.1205035451887415
14;-0.09517250510252251
15;0.38887821744701756
16;0.5024374008180966
17;0.17754850409756628
18;0.7243500038723951
19;0.4632314034116227
21;0.4536737778452148
23;0.44107148221237125
25;0.8500284031525236
27;0.715329006093818
30;0.8862318849598421
31;0.7856657290232489
