EPISODE;REWARD
1;0.21055624270573126
2;-0.25201973880008577
3;-0.8885611750133117
4;0.3610765899597954
5;0.3191709848803168
6;0.17383193582424594
7;0.5777068667468429
9;0.4115374183640508
10;0.7822733772701468
11;0.36084952887621174
12;0.3094684119068407
13;0.5869190068522577
14;-0.08012644193256893
15;0.25564537751049243
16;0.8390725682304555
17;0.3734248908077208
18;0.3037599487893937
19;0.09417719282095961
21;0.5506260358548809
23;0.5457967019245298
25;0.7569025370484201
27;1.054446738221845
30;0.5536209675855772
