EPISODE;REWARD
1;-0.1621869773574025
2;-0.09224106330183379
3;0.06626126975629343
4;0.5662897618551108
5;0.017874826468845105
6;0.5057342166280909
7;0.5648089143526631
8;0.6171597939292436
9;0.38722189446797617
10;0.2766540374888738
11;0.445937281013056
12;-0.2684547379947553
13;0.0305899317637097
14;-0.08931983006361688
15;0.4735308884911882
16;0.7163179831389921
17;0.12445698426865989
18;0.4602958867553659
19;0.4764481640982976
21;0.4740526773302022
23;0.49595015622777694
25;0.6441950638414025
27;0.7570294246368601
30;0.6898957931505263
31;1.0461309534999377
