EPISODE;REWARD
1;-0.12160069725162585
2;-0.2807768220125042
3;0.1757417408028157
4;-0.11515534967137232
5;-0.3495327215583881
6;0.45160557006032886
7;0.4780491852774916
9;0.29247564101278356
10;-0.6092910163964886
11;0.6657040349820454
12;0.0368723796290019
13;-0.6020382926318679
14;-0.20799881021012134
15;0.1232008820709348
16;0.4260975837717846
17;-0.05090721839868384
18;0.5277575502129316
19;-0.05140503143799441
21;0.8119241037364497
23;0.8742983034130815
25;0.49241031341814095
27;0.5890249726563885
30;0.6723660580914791
31;0.5957961425334785
