EPISODE;REWARD
1;-0.1136428432484631
2;-0.989274889374464
3;-0.9976948596151998
4;0.41700705803192295
5;-0.4484886386006984
6;0.3283515465698359
7;-0.13836009318944842
9;0.8423864634911554
10;0.21089969754628832
11;0.2671408509224925
12;0.5147589191334248
13;0.6177712158016023
14;-0.0723318708742049
15;-0.19671057791027385
16;0.3590236379775744
17;-0.12344417765800153
18;0.6180738102240952
19;0.549094205969275
21;-0.11122540429026719
23;0.7504602215935801
25;0.9726592756332131
27;0.5955552957127618
30;0.6853662792890896
