EPISODE;REWARD
1;0.15294677760488162
2;0.2519503183136713
3;-0.6922598502035868
4;0.053207192072421514
5;-0.45382004281571375
6;0.17688392784239726
7;0.20568547392347158
9;0.3310086192188086
10;0.41552535469405394
11;0.5733755721203583
12;0.2964453356485717
13;0.28464726753752545
14;0.5103737709868714
15;0.19708930686999426
16;0.3598541105982741
17;0.5488823828877564
18;0.32294250669717833
19;0.19262894077824844
21;0.5774330536493804
23;0.49777548151392287
25;0.6442386672586666
27;0.5381665421862313
30;0.09005744282766924
