EPISODE;REWARD
1;0.07053252369896278
2;-0.4147644341833776
3;-0.4193291239417192
4;0.14314520373249728
5;0.04678636016573014
6;0.43257758652651457
7;-0.44515183844168416
9;0.6940746809825222
10;0.09998343183732118
11;0.5689757227661633
12;0.17028297326448538
13;0.3295409401587169
14;0.3519488854981707
15;0.7228444313365429
16;0.19989323353026522
17;-0.3396165388296135
18;0.37901517974594034
19;0.26885444365085837
21;0.45018026990084004
23;0.3559629905849554
25;0.4784810691741839
27;0.39210116688823593
30;0.6616757576567399
31;0.5063233516113029
