EPISODE;REWARD
1;-1.0963205393765536
2;-0.2453907648830951
3;-0.08397122611231334
4;0.5273532428136167
5;-0.018800906788561424
6;-0.11103253841910354
7;-1.2505190885200053
9;0.23390262906108283
10;0.21483670627374296
11;0.325562277618775
12;-0.6948608575568487
13;0.4325849786015485
14;-0.02641896475058213
15;-0.009904396206209991
16;0.5021939134323974
17;0.15855215354533514
18;0.6858741029619725
19;0.4924102049492051
21;1.0414307037661579
23;0.6660144985786052
25;0.10065347809563516
27;0.1934170101908489
30;0.5721184232221382
31;0.6040833318305057
