EPISODE;REWARD
1;0.09510861045029473
2;0.08654806783020005
3;-0.11374733365039938
4;0.05777466433249178
5;-0.1927166848758961
6;-0.3530394185302663
7;0.38383366951066367
9;0.39152439102428394
10;0.19768771256200224
11;0.5184383681157936
12;0.2600235433351059
13;0.048308124249436986
14;-0.13685243151767845
16;0.387543625608486
17;0.10653310719604091
18;0.13021471919387992
19;0.9742829743784748
21;0.6041453246359547
23;0.13010266127723766
25;0.460779921497501
27;0.6351186487302489
30;0.9232055581655495
31;0.5031199894968076
